name_of_company,college_name,region,year,source,salary
Hewitt,College of Engineering Pune,Pune,2018.0,placement_companies.csv,
Bilt,College of Engineering Pune,Pune,2018.0,placement_companies.csv,
Twin Engineers,College of Engineering Pune,Pune,2018.0,placement_companies.csv,
Mukund Ltd,College of Engineering Pune,Pune,2018.0,placement_companies.csv,
Unithermâ Engineers,College of Engineering Pune,Pune,2018.0,placement_companies.csv,
Gsk,College of Engineering Pune,Pune,2018.0,placement_companies.csv,
Ongc,College of Engineering Pune,Pune,2018.0,placement_companies.csv,
Starnet,College of Engineering Pune,Pune,2018.0,placement_companies.csv,
Behr Group,College of Engineering Pune,Pune,2018.0,placement_companies.csv,
Shree Satya Minerals,College of Engineering Pune,Pune,2018.0,placement_companies.csv,
Atos Origin,Dhole Patil College Of Engineering Pune,Pune,2018.0,placement_companies.csv,
Accord Shine,Dhole Patil College Of Engineering Pune,Pune,2018.0,placement_companies.csv,
Accurate Guages,Dhole Patil College Of Engineering Pune,Pune,2018.0,placement_companies.csv,
Ags-Technologies,Dhole Patil College Of Engineering Pune,Pune,2018.0,placement_companies.csv,
Air India,Dhole Patil College Of Engineering Pune,Pune,2018.0,placement_companies.csv,
Airfort Networks,Dhole Patil College Of Engineering Pune,Pune,2018.0,placement_companies.csv,
Alaaka Technology,Dhole Patil College Of Engineering Pune,Pune,2018.0,placement_companies.csv,
Allscripts,Dhole Patil College Of Engineering Pune,Pune,2018.0,placement_companies.csv,
Analyzre Cae Solutions,Dhole Patil College Of Engineering Pune,Pune,2018.0,placement_companies.csv,
Android Company,Dhole Patil College Of Engineering Pune,Pune,2018.0,placement_companies.csv,
Apco Group Mumbai,Dhole Patil College Of Engineering Pune,Pune,2018.0,placement_companies.csv,
Aptara New Media Pvt Ltd.,Dhole Patil College Of Engineering Pune,Pune,2018.0,placement_companies.csv,
Asahi India Glass Pvt.Ltd.,Dhole Patil College Of Engineering Pune,Pune,2018.0,placement_companies.csv,
Aurangabad Bajaj,Dhole Patil College Of Engineering Pune,Pune,2018.0,placement_companies.csv,
Axis Bank,Dhole Patil College Of Engineering Pune,Pune,2018.0,placement_companies.csv,
Asahi India Glass Pvt Ltd,Dhole Patil College Of Engineering Pune,Pune,2018.0,placement_companies.csv,
Bagla Group,Dhole Patil College Of Engineering Pune,Pune,2018.0,placement_companies.csv,
Barclays,Dhole Patil College Of Engineering Pune,Pune,2018.0,placement_companies.csv,
Braves Technology,Dhole Patil College Of Engineering Pune,Pune,2018.0,placement_companies.csv,
Bde-Prathmesh Ceramics Pvt Ltd,Dhole Patil College Of Engineering Pune,Pune,2018.0,placement_companies.csv,
Bny Mellon,Dhole Patil College Of Engineering Pune,Pune,2018.0,placement_companies.csv,
Business Canvas,Dhole Patil College Of Engineering Pune,Pune,2018.0,placement_companies.csv,
Cognizant,Dhole Patil College Of Engineering Pune,Pune,2018.0,placement_companies.csv,
Chakan Mills,Dhole Patil College Of Engineering Pune,Pune,2018.0,placement_companies.csv,
Collabera It Services,Dhole Patil College Of Engineering Pune,Pune,2018.0,placement_companies.csv,
Convergys,Dhole Patil College Of Engineering Pune,Pune,2018.0,placement_companies.csv,
Corporate Infocom Pvt Ltd,Dhole Patil College Of Engineering Pune,Pune,2018.0,placement_companies.csv,
Cybage Software,Dhole Patil College Of Engineering Pune,Pune,2018.0,placement_companies.csv,
Cibridge Technologies,Dhole Patil College Of Engineering Pune,Pune,2018.0,placement_companies.csv,
Crest Premedia Soulutions Pvt Ltd,Dhole Patil College Of Engineering Pune,Pune,2018.0,placement_companies.csv,
Dimensional Control,Dhole Patil College Of Engineering Pune,Pune,2018.0,placement_companies.csv,
Dynomer,Dhole Patil College Of Engineering Pune,Pune,2018.0,placement_companies.csv,
Electronic Switches,Dhole Patil College Of Engineering Pune,Pune,2018.0,placement_companies.csv,
E-Successor,Dhole Patil College Of Engineering Pune,Pune,2018.0,placement_companies.csv,
Ford Motor Company,Dhole Patil College Of Engineering Pune,Pune,2018.0,placement_companies.csv,
Flexronics,Dhole Patil College Of Engineering Pune,Pune,2018.0,placement_companies.csv,
Faits Automation Bhosari Midc,Dhole Patil College Of Engineering Pune,Pune,2018.0,placement_companies.csv,
Fashionite,Dhole Patil College Of Engineering Pune,Pune,2018.0,placement_companies.csv,
Foama Co.,Dhole Patil College Of Engineering Pune,Pune,2018.0,placement_companies.csv,
Fulcrum,Dhole Patil College Of Engineering Pune,Pune,2018.0,placement_companies.csv,
"Fundtech Pvt.Limited,Pune",Dhole Patil College Of Engineering Pune,Pune,2018.0,placement_companies.csv,
Galagar,Dhole Patil College Of Engineering Pune,Pune,2018.0,placement_companies.csv,
Genei Auto Mobiles,Dhole Patil College Of Engineering Pune,Pune,2018.0,placement_companies.csv,
General Motors,Dhole Patil College Of Engineering Pune,Pune,2018.0,placement_companies.csv,
Gates,Dhole Patil College Of Engineering Pune,Pune,2018.0,placement_companies.csv,
Globematics,Dhole Patil College Of Engineering Pune,Pune,2018.0,placement_companies.csv,
Groupo Antoline,Dhole Patil College Of Engineering Pune,Pune,2018.0,placement_companies.csv,
Greek Solutions,Dhole Patil College Of Engineering Pune,Pune,2018.0,placement_companies.csv,
Harita Techservices,Dhole Patil College Of Engineering Pune,Pune,2018.0,placement_companies.csv,
Hcl,Dhole Patil College Of Engineering Pune,Pune,2018.0,placement_companies.csv,
Hp,Dhole Patil College Of Engineering Pune,Pune,2018.0,placement_companies.csv,
Hexaware,Dhole Patil College Of Engineering Pune,Pune,2018.0,placement_companies.csv,
Horizon Telecom,Dhole Patil College Of Engineering Pune,Pune,2018.0,placement_companies.csv,
Hsbc,Dhole Patil College Of Engineering Pune,Pune,2018.0,placement_companies.csv,
Husco,Dhole Patil College Of Engineering Pune,Pune,2018.0,placement_companies.csv,
Ibm,Dhole Patil College Of Engineering Pune,Pune,2018.0,placement_companies.csv,
Idhasoft,Dhole Patil College Of Engineering Pune,Pune,2018.0,placement_companies.csv,
Impact Solutions,Dhole Patil College Of Engineering Pune,Pune,2018.0,placement_companies.csv,
Import Export Cs,Dhole Patil College Of Engineering Pune,Pune,2018.0,placement_companies.csv,
Inautix,Dhole Patil College Of Engineering Pune,Pune,2018.0,placement_companies.csv,
Indian Card & Clothing Ltd.,Dhole Patil College Of Engineering Pune,Pune,2018.0,placement_companies.csv,
Indorence Ranjangaon,Dhole Patil College Of Engineering Pune,Pune,2018.0,placement_companies.csv,
Infosys,Dhole Patil College Of Engineering Pune,Pune,2018.0,placement_companies.csv,
Involute Systems,Dhole Patil College Of Engineering Pune,Pune,2018.0,placement_companies.csv,
Iplace Usa,Dhole Patil College Of Engineering Pune,Pune,2018.0,placement_companies.csv,
Irca India Pvt Ltd.,Dhole Patil College Of Engineering Pune,Pune,2018.0,placement_companies.csv,
Itech,Dhole Patil College Of Engineering Pune,Pune,2018.0,placement_companies.csv,
Indian Army,Dhole Patil College Of Engineering Pune,Pune,2018.0,placement_companies.csv,
Jabil Group,Dhole Patil College Of Engineering Pune,Pune,2018.0,placement_companies.csv,
Kalashree,Dhole Patil College Of Engineering Pune,Pune,2018.0,placement_companies.csv,
Kantar Tech,Dhole Patil College Of Engineering Pune,Pune,2018.0,placement_companies.csv,
Katraj Ghat Mills,Dhole Patil College Of Engineering Pune,Pune,2018.0,placement_companies.csv,
Kirloskar Brother,Dhole Patil College Of Engineering Pune,Pune,2018.0,placement_companies.csv,
Knowledge Transition Consultancy Pvt Ltd,Dhole Patil College Of Engineering Pune,Pune,2018.0,placement_companies.csv,
Kpt,Dhole Patil College Of Engineering Pune,Pune,2018.0,placement_companies.csv,
Kran Rader Ltd.,Dhole Patil College Of Engineering Pune,Pune,2018.0,placement_companies.csv,
Krawler Information Systems,Dhole Patil College Of Engineering Pune,Pune,2018.0,placement_companies.csv,
Key Source Media,Dhole Patil College Of Engineering Pune,Pune,2018.0,placement_companies.csv,
Mahindra & Mahindra,Dhole Patil College Of Engineering Pune,Pune,2018.0,placement_companies.csv,
Manufacturing & Automation,Dhole Patil College Of Engineering Pune,Pune,2018.0,placement_companies.csv,
Markets & Markets,Dhole Patil College Of Engineering Pune,Pune,2018.0,placement_companies.csv,
Mehetrea Cs,Dhole Patil College Of Engineering Pune,Pune,2018.0,placement_companies.csv,
Merchant Navy,Dhole Patil College Of Engineering Pune,Pune,2018.0,placement_companies.csv,
Must Garments Pvt Ltd,Dhole Patil College Of Engineering Pune,Pune,2018.0,placement_companies.csv,
Meritrek,Dhole Patil College Of Engineering Pune,Pune,2018.0,placement_companies.csv,
Midc Electronics Ltd,Dhole Patil College Of Engineering Pune,Pune,2018.0,placement_companies.csv,
Moditech,Dhole Patil College Of Engineering Pune,Pune,2018.0,placement_companies.csv,
Mphasis,Dhole Patil College Of Engineering Pune,Pune,2018.0,placement_companies.csv,
Mumbai Kirloskar,Dhole Patil College Of Engineering Pune,Pune,2018.0,placement_companies.csv,
Neosoft Technology,Dhole Patil College Of Engineering Pune,Pune,2018.0,placement_companies.csv,
Ntt Data,Dhole Patil College Of Engineering Pune,Pune,2018.0,placement_companies.csv,
Oriental Rubber,Dhole Patil College Of Engineering Pune,Pune,2018.0,placement_companies.csv,
Persistent Systems,Dhole Patil College Of Engineering Pune,Pune,2018.0,placement_companies.csv,
Polaris,Dhole Patil College Of Engineering Pune,Pune,2018.0,placement_companies.csv,
Platemaster Pvt.Ltd.,Dhole Patil College Of Engineering Pune,Pune,2018.0,placement_companies.csv,
Poona Force Bhosari Mid Scale Tools,Dhole Patil College Of Engineering Pune,Pune,2018.0,placement_companies.csv,
Proactive It Services,Dhole Patil College Of Engineering Pune,Pune,2018.0,placement_companies.csv,
Quick Heal Technologies,Dhole Patil College Of Engineering Pune,Pune,2018.0,placement_companies.csv,
Raychem Rpg,Dhole Patil College Of Engineering Pune,Pune,2018.0,placement_companies.csv,
Reasoning Global Epublications Pvt.Limited,Dhole Patil College Of Engineering Pune,Pune,2018.0,placement_companies.csv,
Rabtor Technology,Dhole Patil College Of Engineering Pune,Pune,2018.0,placement_companies.csv,
Sandvik Asia,Dhole Patil College Of Engineering Pune,Pune,2018.0,placement_companies.csv,
Suzlon,Dhole Patil College Of Engineering Pune,Pune,2018.0,placement_companies.csv,
Smiths Detection,Dhole Patil College Of Engineering Pune,Pune,2018.0,placement_companies.csv,
Spectraforce Technologies,Dhole Patil College Of Engineering Pune,Pune,2018.0,placement_companies.csv,
Sanmar Group,Dhole Patil College Of Engineering Pune,Pune,2018.0,placement_companies.csv,
Sar,Dhole Patil College Of Engineering Pune,Pune,2018.0,placement_companies.csv,
Searce,Dhole Patil College Of Engineering Pune,Pune,2018.0,placement_companies.csv,
Sqr Infotech,Dhole Patil College Of Engineering Pune,Pune,2018.0,placement_companies.csv,
Suttati Industries,Dhole Patil College Of Engineering Pune,Pune,2018.0,placement_companies.csv,
Tieto Software,Dhole Patil College Of Engineering Pune,Pune,2018.0,placement_companies.csv,
Tech Mahindra,Dhole Patil College Of Engineering Pune,Pune,2018.0,placement_companies.csv,
Wipro Technologies,Dhole Patil College Of Engineering Pune,Pune,2018.0,placement_companies.csv,
Webtech Developers,Dhole Patil College Of Engineering Pune,Pune,2018.0,placement_companies.csv,
Whirlpool,Dhole Patil College Of Engineering Pune,Pune,2018.0,placement_companies.csv,
Zensar,Dhole Patil College Of Engineering Pune,Pune,2018.0,placement_companies.csv,
Zs Associates,Dhole Patil College Of Engineering Pune,Pune,2018.0,placement_companies.csv,
Tech Mahindra,"Dr. D. Y. Patil Vidyapeeth, Pune",Pune,2018.0,placement_companies.csv,
Johnson Controls Ltd.,"Dr. D. Y. Patil Vidyapeeth, Pune",Pune,2018.0,placement_companies.csv,
Tata Communication Ltd,"Dr. D. Y. Patil Vidyapeeth, Pune",Pune,2018.0,placement_companies.csv,
Persistent,"Dr. D. Y. Patil Vidyapeeth, Pune",Pune,2018.0,placement_companies.csv,
Oracle,"Dr. D. Y. Patil Vidyapeeth, Pune",Pune,2018.0,placement_companies.csv,
Saint Gobian Ltd.,"Dr. D. Y. Patil Vidyapeeth, Pune",Pune,2018.0,placement_companies.csv,
Nvidia,"Dr. D. Y. Patil Vidyapeeth, Pune",Pune,2018.0,placement_companies.csv,
Newgen Software,"Dr. D. Y. Patil Vidyapeeth, Pune",Pune,2018.0,placement_companies.csv,
Godrej Infotech Pvt.Ltd,"Dr. D. Y. Patil Vidyapeeth, Pune",Pune,2018.0,placement_companies.csv,
Igate-Pcs,"Dr. D. Y. Patil Vidyapeeth, Pune",Pune,2018.0,placement_companies.csv,
Tetra Pak,"Dr. D. Y. Patil Vidyapeeth, Pune",Pune,2018.0,placement_companies.csv,
Beher India,"Dr. D. Y. Patil Vidyapeeth, Pune",Pune,2018.0,placement_companies.csv,
L&T Infotech,"Dr. D. Y. Patil Vidyapeeth, Pune",Pune,2018.0,placement_companies.csv,
Synechron,"Dr. D. Y. Patil Vidyapeeth, Pune",Pune,2018.0,placement_companies.csv,
Electomech,"Dr. D. Y. Patil Vidyapeeth, Pune",Pune,2018.0,placement_companies.csv,
L&T Engineering Services,"Dr. D. Y. Patil Vidyapeeth, Pune",Pune,2018.0,placement_companies.csv,
Thirdware Solutions,"Dr. D. Y. Patil Vidyapeeth, Pune",Pune,2018.0,placement_companies.csv,
Bosch Ltd.,"Dr. D. Y. Patil Vidyapeeth, Pune",Pune,2018.0,placement_companies.csv,
Cadbury,"Dr. D. Y. Patil Vidyapeeth, Pune",Pune,2018.0,placement_companies.csv,
Indian Army,"Dr. D. Y. Patil Vidyapeeth, Pune",Pune,2018.0,placement_companies.csv,
Honeywell Automation Ltd.,"Dr. D. Y. Patil Vidyapeeth, Pune",Pune,2018.0,placement_companies.csv,
Hsbc,"Dr. D. Y. Patil Vidyapeeth, Pune",Pune,2018.0,placement_companies.csv,
Subex,"Dr. D. Y. Patil Vidyapeeth, Pune",Pune,2018.0,placement_companies.csv,
Denso Harayana Pvt. Ltd.,"Dr. D. Y. Patil Vidyapeeth, Pune",Pune,2018.0,placement_companies.csv,
Mphasis Ltd.,"Dr. D. Y. Patil Vidyapeeth, Pune",Pune,2018.0,placement_companies.csv,
Opus Software,"Dr. D. Y. Patil Vidyapeeth, Pune",Pune,2018.0,placement_companies.csv,
Voltas Ltd.,"Dr. D. Y. Patil Vidyapeeth, Pune",Pune,2018.0,placement_companies.csv,
Siemens,"Dr. D. Y. Patil Vidyapeeth, Pune",Pune,2018.0,placement_companies.csv,
Kpit Infosystem,"Dr. D. Y. Patil Vidyapeeth, Pune",Pune,2018.0,placement_companies.csv,
Yebhi.Com,"Dr. D. Y. Patil Vidyapeeth, Pune",Pune,2018.0,placement_companies.csv,
Harbinger,"Dr. D. Y. Patil Vidyapeeth, Pune",Pune,2018.0,placement_companies.csv,
Cybage,"Dr. D. Y. Patil Vidyapeeth, Pune",Pune,2018.0,placement_companies.csv,
Indiabulls Realtech Ltd.,"Dr. D. Y. Patil Vidyapeeth, Pune",Pune,2018.0,placement_companies.csv,
Syntel,"Dr. D. Y. Patil Vidyapeeth, Pune",Pune,2018.0,placement_companies.csv,
Adp,"Dr. D. Y. Patil Vidyapeeth, Pune",Pune,2018.0,placement_companies.csv,
Am Trident,"Dr. D. Y. Patil Vidyapeeth, Pune",Pune,2018.0,placement_companies.csv,
Tavisca Solutions,"Dr. D. Y. Patil Vidyapeeth, Pune",Pune,2018.0,placement_companies.csv,
Captronic Systems Pvt. Ltd,"Dr. D. Y. Patil Vidyapeeth, Pune",Pune,2018.0,placement_companies.csv,
Zycus,"Dr. D. Y. Patil Vidyapeeth, Pune",Pune,2018.0,placement_companies.csv,
Icici Securities,"Dr. D. Y. Patil Vidyapeeth, Pune",Pune,2018.0,placement_companies.csv,
Maq Software,"Dr. D. Y. Patil Vidyapeeth, Pune",Pune,2018.0,placement_companies.csv,
Quinnoxe Ltd.,"Dr. D. Y. Patil Vidyapeeth, Pune",Pune,2018.0,placement_companies.csv,
Prudential Process Mangement,"Dr. D. Y. Patil Vidyapeeth, Pune",Pune,2018.0,placement_companies.csv,
Sunguard,"Dr. D. Y. Patil Vidyapeeth, Pune",Pune,2018.0,placement_companies.csv,
Varroc,"Dr. D. Y. Patil Vidyapeeth, Pune",Pune,2018.0,placement_companies.csv,
Sanmar Group,"Dr. D. Y. Patil Vidyapeeth, Pune",Pune,2018.0,placement_companies.csv,
Forbes Marsahal,"Dr. D. Y. Patil Vidyapeeth, Pune",Pune,2018.0,placement_companies.csv,
B & Rautomation,"Dr. D. Y. Patil Vidyapeeth, Pune",Pune,2018.0,placement_companies.csv,
Pari Robotics Ltd,"Dr. D. Y. Patil Vidyapeeth, Pune",Pune,2018.0,placement_companies.csv,
Fiserv Solutions,"Dr. D. Y. Patil Vidyapeeth, Pune",Pune,2018.0,placement_companies.csv,
Zf India Pvt. Ltd.,"Dr. D. Y. Patil Vidyapeeth, Pune",Pune,2018.0,placement_companies.csv,
Laxmi Machine Works Ltd.,"Dr. D. Y. Patil Vidyapeeth, Pune",Pune,2018.0,placement_companies.csv,
Quick Heal,"Dr. D. Y. Patil Vidyapeeth, Pune",Pune,2018.0,placement_companies.csv,
Wika Instruments,"Dr. D. Y. Patil Vidyapeeth, Pune",Pune,2018.0,placement_companies.csv,
Yodelle Software,"Dr. D. Y. Patil Vidyapeeth, Pune",Pune,2018.0,placement_companies.csv,
Enpro,"Dr. D. Y. Patil Vidyapeeth, Pune",Pune,2018.0,placement_companies.csv,
Inautix,"Dr. D. Y. Patil Vidyapeeth, Pune",Pune,2018.0,placement_companies.csv,
Visteon,"Dr. D. Y. Patil Vidyapeeth, Pune",Pune,2018.0,placement_companies.csv,
Forbes Marshall,"Dr. D. Y. Patil Vidyapeeth, Pune",Pune,2018.0,placement_companies.csv,
Tvs Logistics,"Dr. D. Y. Patil Vidyapeeth, Pune",Pune,2018.0,placement_companies.csv,
Bridgestone Ltd.,"Dr. D. Y. Patil Vidyapeeth, Pune",Pune,2018.0,placement_companies.csv,
Mithi Software,"Dr. D. Y. Patil Vidyapeeth, Pune",Pune,2018.0,placement_companies.csv,
Plantech Cunsultants(2014),Government college of engineering and research,Pune,2014.0,placement_companies.csv,
Zconsolutions(2014),Government college of engineering and research,Pune,2014.0,placement_companies.csv,
E-Infochip(2014),Government college of engineering and research,Pune,2014.0,placement_companies.csv,
Spectrum Services(2014),Government college of engineering and research,Pune,2014.0,placement_companies.csv,
Voskwagon(2014),Government college of engineering and research,Pune,2014.0,placement_companies.csv,
Tcs(2014),Government college of engineering and research,Pune,2014.0,placement_companies.csv,
Alpha Health Venture,Indira College of Engineering and Management,Pune,2018.0,placement_companies.csv,
Dimetrix Technology,Indira College of Engineering and Management,Pune,2018.0,placement_companies.csv,
Amdocs,Indira College of Engineering and Management,Pune,2018.0,placement_companies.csv,
Open Silicon,Indira College of Engineering and Management,Pune,2018.0,placement_companies.csv,
Anglo Eastern,Indira College of Engineering and Management,Pune,2018.0,placement_companies.csv,
Asahi Glass,Indira College of Engineering and Management,Pune,2018.0,placement_companies.csv,
Atg,Indira College of Engineering and Management,Pune,2018.0,placement_companies.csv,
Excelize,Indira College of Engineering and Management,Pune,2018.0,placement_companies.csv,
Atos,Indira College of Engineering and Management,Pune,2018.0,placement_companies.csv,
Pernod Ricard,Indira College of Engineering and Management,Pune,2018.0,placement_companies.csv,
Barclays,Indira College of Engineering and Management,Pune,2018.0,placement_companies.csv,
Finolex Pipes,Indira College of Engineering and Management,Pune,2018.0,placement_companies.csv,
Capgemini,Indira College of Engineering and Management,Pune,2018.0,placement_companies.csv,
3Dplm (Dassault Systã¨Mes),Indira College of Engineering and Management,Pune,2018.0,placement_companies.csv,
Clsa,Indira College of Engineering and Management,Pune,2018.0,placement_companies.csv,
Emcure India,Indira College of Engineering and Management,Pune,2018.0,placement_companies.csv,
Cognizant,Indira College of Engineering and Management,Pune,2018.0,placement_companies.csv,
Force Motors,Indira College of Engineering and Management,Pune,2018.0,placement_companies.csv,
Cybage,Indira College of Engineering and Management,Pune,2018.0,placement_companies.csv,
Premium Transmission,Indira College of Engineering and Management,Pune,2018.0,placement_companies.csv,
Ennovate It,Indira College of Engineering and Management,Pune,2018.0,placement_companies.csv,
Hettich,Indira College of Engineering and Management,Pune,2018.0,placement_companies.csv,
Eternus,Indira College of Engineering and Management,Pune,2018.0,placement_companies.csv,
Gabriel India Ltd,Indira College of Engineering and Management,Pune,2018.0,placement_companies.csv,
Everest Industries Ltd.,Indira College of Engineering and Management,Pune,2018.0,placement_companies.csv,
Gs Labs,Indira College of Engineering and Management,Pune,2018.0,placement_companies.csv,
Fasttrack Software,Indira College of Engineering and Management,Pune,2018.0,placement_companies.csv,
Xoriant,Indira College of Engineering and Management,Pune,2018.0,placement_companies.csv,
Forbes Marshall,Indira College of Engineering and Management,Pune,2018.0,placement_companies.csv,
Qed Baton,Indira College of Engineering and Management,Pune,2018.0,placement_companies.csv,
Globus Soft,Indira College of Engineering and Management,Pune,2018.0,placement_companies.csv,
Pubmatic,Indira College of Engineering and Management,Pune,2018.0,placement_companies.csv,
Harbinger Group,Indira College of Engineering and Management,Pune,2018.0,placement_companies.csv,
Neilsoft Limited,Indira College of Engineering and Management,Pune,2018.0,placement_companies.csv,
Hitachi,Indira College of Engineering and Management,Pune,2018.0,placement_companies.csv,
Obara Corporation,Indira College of Engineering and Management,Pune,2018.0,placement_companies.csv,
Hp,Indira College of Engineering and Management,Pune,2018.0,placement_companies.csv,
Infosys,Indira College of Engineering and Management,Pune,2018.0,placement_companies.csv,
Hurix,Indira College of Engineering and Management,Pune,2018.0,placement_companies.csv,
Tibco Software,Indira College of Engineering and Management,Pune,2018.0,placement_companies.csv,
Ibm,Indira College of Engineering and Management,Pune,2018.0,placement_companies.csv,
Sanmar Group,Indira College of Engineering and Management,Pune,2018.0,placement_companies.csv,
Impact Services,Indira College of Engineering and Management,Pune,2018.0,placement_companies.csv,
Amura Marketing Technologies,Indira College of Engineering and Management,Pune,2018.0,placement_companies.csv,
Infinite Computing,Indira College of Engineering and Management,Pune,2018.0,placement_companies.csv,
Finolex Industries,Indira College of Engineering and Management,Pune,2018.0,placement_companies.csv,
Innoeye Technologies,Indira College of Engineering and Management,Pune,2018.0,placement_companies.csv,
Forgeahead Solutions Pvt. Ltd,Indira College of Engineering and Management,Pune,2018.0,placement_companies.csv,
Jaya Hind Industries,Indira College of Engineering and Management,Pune,2018.0,placement_companies.csv,
Larsen & Toubro Infotech,Indira College of Engineering and Management,Pune,2018.0,placement_companies.csv,
Kinetic Spam Pumps,Indira College of Engineering and Management,Pune,2018.0,placement_companies.csv,
Jk Tyre,Indira College of Engineering and Management,Pune,2018.0,placement_companies.csv,
Kpit,Indira College of Engineering and Management,Pune,2018.0,placement_companies.csv,
Bridgestone India Pvt. Ltd.,Indira College of Engineering and Management,Pune,2018.0,placement_companies.csv,
Kpmg,Indira College of Engineering and Management,Pune,2018.0,placement_companies.csv,
Bitwise Solutions Pvt Ltd,Indira College of Engineering and Management,Pune,2018.0,placement_companies.csv,
Meditab,Indira College of Engineering and Management,Pune,2018.0,placement_companies.csv,
Benchmark It Solutions,Indira College of Engineering and Management,Pune,2018.0,placement_companies.csv,
Mphasis,Indira College of Engineering and Management,Pune,2018.0,placement_companies.csv,
Vascon Engineers Pvt. Ltd,Indira College of Engineering and Management,Pune,2018.0,placement_companies.csv,
Ntt Data,Indira College of Engineering and Management,Pune,2018.0,placement_companies.csv,
Gradmener Technology Pvt. Ltd.,Indira College of Engineering and Management,Pune,2018.0,placement_companies.csv,
Odessa Technologies,Indira College of Engineering and Management,Pune,2018.0,placement_companies.csv,
Expat Properties India Ltd,Indira College of Engineering and Management,Pune,2018.0,placement_companies.csv,
Persistent,Indira College of Engineering and Management,Pune,2018.0,placement_companies.csv,
Greeksoft Technologies Pvt Ltd,Indira College of Engineering and Management,Pune,2018.0,placement_companies.csv,
Polycab,Indira College of Engineering and Management,Pune,2018.0,placement_companies.csv,
Zf India,Indira College of Engineering and Management,Pune,2018.0,placement_companies.csv,
Quikheal,Indira College of Engineering and Management,Pune,2018.0,placement_companies.csv,
E-Zest,Indira College of Engineering and Management,Pune,2018.0,placement_companies.csv,
"Quinnox, Inc.",Indira College of Engineering and Management,Pune,2018.0,placement_companies.csv,
Schlumberger,Indira College of Engineering and Management,Pune,2018.0,placement_companies.csv,
Rsystems,Indira College of Engineering and Management,Pune,2018.0,placement_companies.csv,
Talent Beat,Indira College of Engineering and Management,Pune,2018.0,placement_companies.csv,
Samsung,Indira College of Engineering and Management,Pune,2018.0,placement_companies.csv,
Tata Technologies,Indira College of Engineering and Management,Pune,2018.0,placement_companies.csv,
Sandvik,Indira College of Engineering and Management,Pune,2018.0,placement_companies.csv,
Tcs,Indira College of Engineering and Management,Pune,2018.0,placement_companies.csv,
Savy Soft,Indira College of Engineering and Management,Pune,2018.0,placement_companies.csv,
Tech Mahindra,Indira College of Engineering and Management,Pune,2018.0,placement_companies.csv,
Sigma Electric,Indira College of Engineering and Management,Pune,2018.0,placement_companies.csv,
Trivini Turbines,Indira College of Engineering and Management,Pune,2018.0,placement_companies.csv,
Steria,Indira College of Engineering and Management,Pune,2018.0,placement_companies.csv,
Vanderlande,Indira College of Engineering and Management,Pune,2018.0,placement_companies.csv,
Suzlon,Indira College of Engineering and Management,Pune,2018.0,placement_companies.csv,
Vodafone,Indira College of Engineering and Management,Pune,2018.0,placement_companies.csv,
Syntel,Indira College of Engineering and Management,Pune,2018.0,placement_companies.csv,
Webtech Developers Pvt. Ltd,Indira College of Engineering and Management,Pune,2018.0,placement_companies.csv,
Syntrosys,Indira College of Engineering and Management,Pune,2018.0,placement_companies.csv,
Wipro,Indira College of Engineering and Management,Pune,2018.0,placement_companies.csv,
Z S Solutions,Indira College of Engineering and Management,Pune,2018.0,placement_companies.csv,
Wishtree. Technology,Indira College of Engineering and Management,Pune,2018.0,placement_companies.csv,
Zuti Engineering,Indira College of Engineering and Management,Pune,2018.0,placement_companies.csv,
Wm,Indira College of Engineering and Management,Pune,2018.0,placement_companies.csv,
Zycus Infotech,Indira College of Engineering and Management,Pune,2018.0,placement_companies.csv,
Yardi Software,Indira College of Engineering and Management,Pune,2018.0,placement_companies.csv,
Jaro Education,Indira College of Engineering and Management,Pune,2018.0,placement_companies.csv,
Webonise Lab,Indira College of Engineering and Management,Pune,2018.0,placement_companies.csv,
Just Pay,Indira College of Engineering and Management,Pune,2018.0,placement_companies.csv,
Soodh Tower & Constructions,Indira College of Engineering and Management,Pune,2018.0,placement_companies.csv,
Go Speedy Go,Indira College of Engineering and Management,Pune,2018.0,placement_companies.csv,
Thermax,Indira College of Engineering and Management,Pune,2018.0,placement_companies.csv,
Skf India Ltd.,Indira College of Engineering and Management,Pune,2018.0,placement_companies.csv,
Fiserv,Indira College of Engineering and Management,Pune,2018.0,placement_companies.csv,
"Syntel ,Talwade,Pune",Jai hind college of Engineering,Pune,2018.0,placement_companies.csv,
Q Spider Campus Connect,Jai hind college of Engineering,Pune,2018.0,placement_companies.csv,
Vega Innovations & Technoconsultants Pvt. Ltd,Jai hind college of Engineering,Pune,2018.0,placement_companies.csv,
Next Path Technologies,Jai hind college of Engineering,Pune,2018.0,placement_companies.csv,
Tata Consultancy Services,MIT college of engineering,Pune,2018.0,placement_companies.csv,
Ibm Global Services,MIT college of engineering,Pune,2018.0,placement_companies.csv,
Infosys Technologies Ltd.,MIT college of engineering,Pune,2018.0,placement_companies.csv,
Cognizant Tech Solutions,MIT college of engineering,Pune,2018.0,placement_companies.csv,
Accenture Services Pvt. Ltd.,MIT college of engineering,Pune,2018.0,placement_companies.csv,
Wipro Technologies Ltd,MIT college of engineering,Pune,2018.0,placement_companies.csv,
Tech Mahindra,MIT college of engineering,Pune,2018.0,placement_companies.csv,
